Beras Medium,Ikan Teri Asin,Bawang Putih Impor Honan,Bawang Putih Impor Kating,Minyak Goreng Bimoli Botol,Bawang Merah (Medium),Cabai Rawit Hijau,Minyak Goreng Curah,Cabai Rawit Merah,Cabai Merah Besar,Daging Sapi Lokal Paha Belakang,Cabai Merah Keriting,Indomie Rasa Kari Ayam,Kacang Kedelai Lokal,Daging Sapi Lokal Daging Has Luar (Sirloin),Gula Pasir,Kacang Kedelai Eks Impor,Daging Sapi Lokal Daging Sandung Lamur (Brisket),Garam Beryodium Halus,Garam Beryodium Bata,Daging Sapi Lokal Daging Tetelan,Jagung Pipilan Kecil,Susu Bubuk Kaleng Merk Indomilk,Susu Bubuk Kaleng Merk Bendera,Daging Sapi Impor Beku,Susu Kental Manis Kaleng Merk Indomilk,Susu Kental Manis Kaleng Merk Bendera,Daging Sapi Lokal Has Dalam,Telur Ayam Kampung,Telur Ayam Ras,Ayam Boiler,Tepung Terigu Segitiga Biru,Ikan Kembung,Ayam Kampung,Kacang Hijau,Ketela Pohon,Beras Premium,Kacang Tanah
10840.0,118000.0,35000.0,42400.0,13540.0,35640.0,36340.0,12440.0,46300.0,64540.0,121660.0,45960.0,2420.0,10733.0,125000.0,12960.0,13675.0,85000.0,12260.0,3900.0,63333.0,14500.0,42267.0,43933.0,87500.0,10440.0,11660.0,148333.0,2330.0,23360.0,37500.0,10300.0,36600.0,85200.0,22860.0,5400.0,12563.0,25700.0
10740.0,118000.0,35000.0,41600.0,13340.0,35740.0,36540.0,12540.0,45500.0,65540.0,118160.0,44660.0,2420.0,10400.0,118333.0,12710.0,12550.0,83333.0,12760.0,3800.0,70833.0,14500.0,42267.0,43933.0,87500.0,10440.0,11760.0,144167.0,2140.0,23060.0,37200.0,10100.0,36200.0,83325.0,22460.0,5400.0,12500.0,24900.0
10940.0,107000.0,30000.0,42400.0,13190.0,35140.0,33840.0,12340.0,44660.0,62800.0,119660.0,43800.0,2420.0,10733.0,120000.0,13010.0,13800.0,100000.0,10660.0,3880.0,68333.0,14767.0,42267.0,43933.0,87500.0,10540.0,12060.0,150000.0,2280.0,23800.0,36600.0,10000.0,37200.0,88325.0,23460.0,5400.0,13000.0,26300.0
10780.0,114800.0,32500.0,42460.0,12940.0,35400.0,36240.0,12590.0,45660.0,64000.0,119660.0,44400.0,2400.0,10667.0,120000.0,12800.0,12175.0,84167.0,12740.0,3990.0,71667.0,14900.0,42100.0,30500.0,87500.0,10540.0,11900.0,143333.0,2320.0,23740.0,37440.0,9900.0,36700.0,80000.0,22140.0,5400.0,12525.0,25400.0
10890.0,114800.0,35000.0,41660.0,13140.0,35400.0,35740.0,12540.0,42660.0,66000.0,120660.0,42700.0,2400.0,10667.0,121667.0,12850.0,11925.0,85000.0,13140.0,4020.0,76667.0,14900.0,42100.0,30500.0,90000.0,10540.0,11900.0,146667.0,2280.0,23640.0,36740.0,9800.0,36700.0,81667.0,22140.0,5400.0,12525.0,25300.0
10730.0,115660.0,35000.0,41340.0,13360.0,34900.0,35500.0,12540.0,44160.0,63840.0,119660.0,43060.0,2380.0,10500.0,120000.0,12960.0,13625.0,83333.0,11960.0,4080.0,63333.0,15100.0,42400.0,44333.0,88350.0,10440.0,12000.0,148333.0,2290.0,23660.0,37200.0,9860.0,35860.0,81100.0,22360.0,5400.0,12363.0,25260.0
10850.0,114000.0,31500.0,36360.0,13240.0,33200.0,32840.0,12500.0,38560.0,60640.0,119660.0,39100.0,2460.0,10733.0,120000.0,12710.0,10140.0,80000.0,11360.0,3600.0,65000.0,15100.0,42267.0,43933.0,90000.0,10240.0,11300.0,146667.0,2260.0,23400.0,38260.0,10000.0,38200.0,59660.0,22360.0,5400.0,12688.0,23800.0
10990.0,103500.0,32500.0,41160.0,13290.0,35200.0,33340.0,12500.0,38660.0,63140.0,119660.0,39700.0,2460.0,10733.0,120000.0,12960.0,12675.0,100000.0,10860.0,3770.0,71667.0,15100.0,42267.0,43933.0,85000.0,10190.0,11900.0,146667.0,2330.0,23600.0,38060.0,9900.0,37700.0,85825.0,22460.0,5400.0,13188.0,25100.0
10990.0,105000.0,32500.0,36860.0,13290.0,33200.0,32340.0,12600.0,38660.0,61140.0,117660.0,40700.0,2460.0,10733.0,113333.0,13010.0,13550.0,90000.0,10860.0,3820.0,73333.0,15100.0,42267.0,43933.0,95000.0,10190.0,12000.0,141667.0,2280.0,23500.0,38260.0,9900.0,37200.0,80825.0,22660.0,5400.0,12938.0,23900.0
11250.0,113000.0,35000.0,39860.0,13240.0,33700.0,33340.0,12500.0,39660.0,62140.0,119660.0,40700.0,2460.0,10733.0,120000.0,12860.0,12175.0,80000.0,10160.0,3900.0,68333.0,15100.0,42267.0,43933.0,90000.0,10540.0,11900.0,145000.0,2370.0,23600.0,38060.0,9800.0,38200.0,81100.0,21460.0,5400.0,12750.0,24200.0
11300.0,111500.0,37500.0,38360.0,13440.0,37000.0,34340.0,12300.0,39660.0,62140.0,119660.0,38700.0,2460.0,10733.0,120000.0,12860.0,12675.0,85000.0,10860.0,3700.0,68333.0,15100.0,42267.0,43933.0,90000.0,9940.0,12100.0,145000.0,2380.0,24100.0,38260.0,10300.0,38200.0,81100.0,21660.0,5400.0,12625.0,24600.0
11040.0,110000.0,32500.0,40260.0,13240.0,38600.0,34740.0,12740.0,39060.0,57040.0,119660.0,41100.0,2560.0,10733.0,121667.0,13060.0,14175.0,102500.0,10860.0,3920.0,66667.0,15100.0,42267.0,43933.0,85000.0,9990.0,12300.0,151667.0,2480.0,24300.0,37660.0,10300.0,40200.0,87075.0,22960.0,5400.0,13250.0,25000.0
11040.0,104000.0,35000.0,38860.0,13740.0,36900.0,33340.0,12300.0,39660.0,63140.0,119160.0,37700.0,2460.0,10733.0,118333.0,12960.0,12675.0,98333.0,12260.0,3920.0,66667.0,15100.0,42267.0,43933.0,85000.0,9840.0,12100.0,146667.0,2200.0,25300.0,37860.0,10400.0,39200.0,87767.0,22760.0,5200.0,13000.0,25000.0
10940.0,111840.0,32500.0,35800.0,13540.0,37140.0,34840.0,12640.0,39600.0,61660.0,119160.0,37140.0,2460.0,10767.0,119167.0,12910.0,13300.0,81667.0,12860.0,3800.0,63333.0,15100.0,47600.0,44233.0,85000.0,9720.0,12100.0,148333.0,2240.0,25900.0,38660.0,10400.0,37700.0,85825.0,22040.0,5200.0,13000.0,24960.0
10780.0,106340.0,35000.0,39700.0,13540.0,38240.0,36240.0,12340.0,39700.0,61060.0,119660.0,38440.0,2560.0,10767.0,120000.0,13260.0,14050.0,100000.0,11360.0,3700.0,63333.0,15100.0,47600.0,44233.0,85000.0,9740.0,11650.0,150000.0,2490.0,26100.0,38060.0,10500.0,40200.0,87767.0,22740.0,5000.0,13000.0,25060.0
10480.0,110660.0,30000.0,35160.0,13060.0,36400.0,33640.0,12140.0,37560.0,60660.0,119660.0,34460.0,2420.0,10500.0,120000.0,12760.0,12500.0,81667.0,11560.0,3640.0,68333.0,15100.0,42400.0,44333.0,83350.0,9840.0,11700.0,150000.0,2400.0,26200.0,37300.0,10560.0,37200.0,85825.0,21960.0,5140.0,12575.0,24560.0
10380.0,109660.0,30000.0,34660.0,13260.0,37200.0,34140.0,12290.0,39060.0,60660.0,119660.0,35460.0,2420.0,10500.0,120000.0,12760.0,12625.0,81667.0,12360.0,3890.0,75000.0,15100.0,42400.0,44333.0,83350.0,9840.0,11500.0,146667.0,2400.0,26100.0,41100.0,10260.0,37700.0,85825.0,21760.0,5140.0,12450.0,24160.0
10720.0,101660.0,35000.0,37660.0,13460.0,36900.0,34140.0,12240.0,39660.0,60660.0,119660.0,36860.0,2420.0,10500.0,120000.0,13010.0,12250.0,100000.0,10760.0,3660.0,70000.0,15100.0,42400.0,44333.0,83350.0,9840.0,12100.0,145833.0,2180.0,25800.0,39900.0,10360.0,38200.0,88325.0,21760.0,5140.0,12825.0,23960.0
11130.0,106360.0,36000.0,37060.0,13210.0,40400.0,34540.0,12240.0,41760.0,57460.0,117660.0,40560.0,2420.0,10500.0,116667.0,12710.0,11875.0,85000.0,10860.0,4160.0,73333.0,15100.0,42400.0,44333.0,83350.0,10240.0,11500.0,145000.0,2250.0,26100.0,43000.0,10260.0,37700.0,87767.0,21760.0,5440.0,12775.0,24860.0
10690.0,111000.0,35000.0,37100.0,13490.0,37040.0,34900.0,12410.0,42500.0,57000.0,120660.0,41400.0,2420.0,10400.0,121667.0,12900.0,11575.0,85000.0,12740.0,3920.0,60000.0,14900.0,42167.0,43933.0,73350.0,10240.0,11500.0,146667.0,3750.0,26000.0,40160.0,10340.0,37200.0,89433.0,22940.0,5200.0,11938.0,25700.0
10550.0,108840.0,36000.0,33460.0,13140.0,40160.0,34560.0,12400.0,36940.0,56500.0,119660.0,37200.0,2440.0,11067.0,123333.0,12660.0,11675.0,80000.0,11060.0,3960.0,70000.0,14567.0,42000.0,43567.0,85000.0,10080.0,11460.0,153333.0,2310.0,25860.0,39940.0,10400.0,34640.0,88325.0,21800.0,4860.0,12250.0,24500.0
10600.0,108340.0,35000.0,35560.0,13490.0,39960.0,33860.0,12400.0,39440.0,55500.0,119660.0,38000.0,2440.0,10400.0,120000.0,12710.0,11675.0,80000.0,10960.0,3860.0,66667.0,14567.0,42000.0,43567.0,85000.0,10080.0,11460.0,145000.0,2310.0,25760.0,40440.0,10200.0,36140.0,87075.0,22000.0,5060.0,11875.0,24800.0
10740.0,99340.0,35000.0,36460.0,13440.0,40660.0,35560.0,12700.0,39440.0,58000.0,119660.0,38500.0,2640.0,10733.0,120000.0,13160.0,11675.0,93333.0,10860.0,3760.0,76667.0,14567.0,42000.0,43567.0,85000.0,10080.0,11460.0,150000.0,2460.0,26160.0,38240.0,10100.0,40140.0,89433.0,22800.0,5260.0,12500.0,25100.0
10520.0,109500.0,35000.0,34040.0,13260.0,39840.0,32740.0,12500.0,37440.0,56160.0,119160.0,36840.0,2420.0,10733.0,119167.0,12810.0,11800.0,93333.0,11940.0,3940.0,73333.0,14900.0,42100.0,43933.0,84150.0,10120.0,12200.0,111250.0,2220.0,25560.0,38360.0,10500.0,37500.0,84175.0,22200.0,5260.0,12475.0,24600.0
10660.0,102000.0,35000.0,37640.0,13560.0,40840.0,34340.0,12500.0,38940.0,56660.0,121660.0,37340.0,2420.0,10733.0,123333.0,13060.0,13175.0,102500.0,10140.0,4080.0,70000.0,14900.0,42100.0,43933.0,84150.0,9940.0,12100.0,151667.0,2240.0,25760.0,40160.0,10500.0,39000.0,97925.0,23100.0,5260.0,12850.0,24900.0
10660.0,101000.0,35000.0,36140.0,13460.0,40840.0,33340.0,12300.0,38940.0,53160.0,119660.0,35840.0,2420.0,10733.0,120000.0,13010.0,12175.0,98333.0,10840.0,3680.0,72500.0,14900.0,42100.0,43933.0,84150.0,9940.0,12100.0,148333.0,2290.0,25760.0,39560.0,10300.0,39000.0,105567.0,22600.0,5260.0,12725.0,24700.0
10620.0,108000.0,35000.0,34640.0,13360.0,42840.0,32340.0,12400.0,38440.0,51160.0,119660.0,35840.0,2420.0,10733.0,120000.0,12860.0,12050.0,90000.0,10340.0,4220.0,63333.0,14900.0,42100.0,43933.0,84150.0,10240.0,12400.0,150000.0,2270.0,25360.0,38660.0,10600.0,38000.0,88900.0,22600.0,5460.0,12475.0,24300.0
10880.0,111000.0,25000.0,34340.0,13140.0,38740.0,32340.0,12200.0,33260.0,40340.0,119660.0,33140.0,2460.0,11067.0,120000.0,12960.0,10740.0,83333.0,11360.0,3860.0,68333.0,15100.0,42267.0,43933.0,85000.0,10440.0,11700.0,148333.0,2280.0,24760.0,35940.0,10400.0,37200.0,83325.0,22360.0,5400.0,12813.0,25340.0
10780.0,110000.0,25000.0,33540.0,13290.0,38940.0,32840.0,12350.0,33260.0,42340.0,119660.0,32640.0,2460.0,11067.0,120000.0,13010.0,11800.0,81667.0,12360.0,3860.0,75000.0,15100.0,42267.0,43933.0,85000.0,10440.0,11600.0,146667.0,2280.0,24560.0,36640.0,10200.0,37700.0,82075.0,22460.0,5400.0,12750.0,25040.0
10820.0,107000.0,32500.0,36840.0,13690.0,41240.0,36640.0,12400.0,36660.0,43840.0,120660.0,34640.0,2460.0,10733.0,123333.0,12810.0,11550.0,101667.0,11660.0,3900.0,77500.0,15100.0,42267.0,43933.0,85000.0,10140.0,11500.0,151667.0,2190.0,24660.0,38140.0,10600.0,41700.0,82767.0,22860.0,5600.0,12750.0,24540.0
10970.0,105500.0,30000.0,35340.0,13490.0,38740.0,33340.0,12400.0,34160.0,43840.0,121660.0,32640.0,2460.0,10733.0,123333.0,13210.0,11675.0,100000.0,10360.0,3680.0,73333.0,15100.0,42267.0,43933.0,85000.0,10140.0,12400.0,150000.0,2190.0,24460.0,38740.0,10200.0,39200.0,90825.0,22260.0,5400.0,12875.0,24740.0
10920.0,110000.0,28000.0,33140.0,13340.0,40540.0,33340.0,12300.0,34160.0,38540.0,119660.0,32840.0,2460.0,10400.0,130000.0,12710.0,11175.0,93333.0,11360.0,3760.0,80000.0,15100.0,42267.0,43933.0,85000.0,10240.0,11500.0,140000.0,2300.0,24260.0,35640.0,10300.0,36900.0,80825.0,21560.0,5400.0,13125.0,25740.0
11030.0,109000.0,28000.0,33640.0,13440.0,39540.0,32340.0,12300.0,35860.0,39040.0,120660.0,32640.0,2460.0,10733.0,130000.0,12910.0,11925.0,103333.0,11160.0,3740.0,71667.0,15100.0,42267.0,43933.0,85000.0,10140.0,11600.0,150000.0,2290.0,24060.0,35540.0,10000.0,38700.0,82075.0,21860.0,5300.0,12625.0,24940.0
10920.0,107000.0,30000.0,35640.0,13490.0,40540.0,30640.0,12500.0,37360.0,40540.0,121660.0,33340.0,2460.0,10733.0,130000.0,12960.0,12175.0,96667.0,10560.0,3880.0,83333.0,15100.0,42267.0,43933.0,90000.0,9640.0,11500.0,153333.0,2250.0,24560.0,37540.0,10200.0,38200.0,85825.0,22460.0,5300.0,13000.0,26140.0
11080.0,103000.0,36500.0,39140.0,13240.0,41440.0,37640.0,12440.0,41060.0,43540.0,121660.0,36340.0,2460.0,10733.0,130000.0,13360.0,12175.0,103333.0,10860.0,3960.0,78333.0,15100.0,42267.0,43933.0,90000.0,9640.0,11600.0,153333.0,2340.0,24960.0,34540.0,10500.0,39200.0,84433.0,21660.0,5400.0,13125.0,26440.0
10720.0,105000.0,29000.0,34840.0,13440.0,36340.0,33340.0,12300.0,40160.0,42540.0,119660.0,32140.0,2460.0,10733.0,126667.0,13160.0,11675.0,96667.0,9760.0,3680.0,73333.0,15100.0,42267.0,43933.0,85000.0,9540.0,12200.0,150000.0,2240.0,24360.0,37140.0,10100.0,38700.0,94433.0,22660.0,5200.0,12875.0,25340.0
10820.0,107000.0,29000.0,34340.0,13540.0,37040.0,32840.0,12400.0,43160.0,43040.0,119660.0,32640.0,2460.0,10733.0,126667.0,13160.0,11675.0,100000.0,11260.0,3680.0,76667.0,15100.0,42267.0,43933.0,85000.0,9540.0,12100.0,150000.0,2190.0,24210.0,37140.0,10000.0,38700.0,94433.0,22460.0,5200.0,13000.0,24890.0
10920.0,106000.0,29000.0,36340.0,13440.0,36540.0,34340.0,12500.0,41660.0,41540.0,122660.0,34140.0,2460.0,10733.0,131667.0,12960.0,12675.0,93333.0,11160.0,3680.0,64167.0,15100.0,42267.0,43933.0,85000.0,9540.0,11600.0,151667.0,2290.0,24160.0,33940.0,10200.0,37200.0,87075.0,22060.0,5200.0,13063.0,25040.0
10770.0,103000.0,29000.0,38840.0,13440.0,38040.0,33340.0,12300.0,45660.0,39540.0,120160.0,35140.0,2460.0,10733.0,127500.0,13260.0,12550.0,100000.0,10160.0,3780.0,68333.0,15100.0,42267.0,43933.0,85000.0,9540.0,12100.0,148333.0,2240.0,24860.0,35940.0,9500.0,38700.0,87767.0,22760.0,5200.0,12875.0,25340.0
10820.0,105500.0,29000.0,39840.0,13040.0,41040.0,37340.0,12500.0,43660.0,37540.0,119660.0,35140.0,2460.0,10733.0,126667.0,13010.0,11800.0,88333.0,11860.0,3860.0,65000.0,15100.0,42267.0,43933.0,85000.0,9540.0,11550.0,146667.0,2240.0,24760.0,33340.0,9450.0,37700.0,79575.0,22060.0,5200.0,13000.0,24940.0
10980.0,111000.0,29000.0,37640.0,13840.0,38740.0,37340.0,12600.0,54160.0,38540.0,121660.0,37340.0,2460.0,10733.0,130000.0,12860.0,14550.0,106667.0,10860.0,4060.0,70000.0,15100.0,42267.0,43933.0,85000.0,9640.0,11600.0,153333.0,2340.0,25660.0,34940.0,9800.0,41200.0,77767.0,22960.0,5400.0,13000.0,26540.0
10980.0,105300.0,29000.0,38440.0,13740.0,39640.0,35740.0,12500.0,53160.0,37540.0,121660.0,35640.0,2460.0,10733.0,130000.0,12710.0,12425.0,103333.0,10360.0,4160.0,81667.0,15100.0,42267.0,43933.0,85000.0,9640.0,11500.0,150000.0,2390.0,25360.0,33940.0,9600.0,39700.0,77767.0,22360.0,5400.0,13000.0,26340.0
10720.0,109000.0,31500.0,34840.0,13440.0,35040.0,35840.0,12500.0,50160.0,42040.0,118660.0,37140.0,2460.0,10733.0,126667.0,12810.0,12050.0,85000.0,12860.0,3660.0,55000.0,16100.0,42267.0,43933.0,85000.0,10040.0,11500.0,148333.0,2300.0,25960.0,35340.0,10300.0,35700.0,62160.0,21360.0,5200.0,12750.0,24840.0
10820.0,105000.0,29000.0,35340.0,13140.0,34540.0,36840.0,12450.0,49660.0,42540.0,119660.0,37140.0,2460.0,10733.0,126667.0,13060.0,9140.0,86667.0,10360.0,3860.0,65000.0,16100.0,42267.0,43933.0,85000.0,9940.0,11500.0,146667.0,2150.0,25960.0,35740.0,10400.0,38700.0,79575.0,21060.0,5200.0,12875.0,23740.0
10900.0,108250.0,29000.0,38740.0,13440.0,39890.0,37340.0,12550.0,48910.0,38040.0,120660.0,36240.0,2460.0,10733.0,128333.0,12935.0,13175.0,97500.0,11360.0,3960.0,67500.0,15100.0,42267.0,43933.0,85000.0,9590.0,11575.0,150000.0,2290.0,25210.0,34140.0,9625.0,39450.0,78671.0,22510.0,5300.0,13000.0,25740.0
10770.0,105000.0,29000.0,35140.0,12990.0,33740.0,37340.0,12400.0,50160.0,41340.0,119660.0,38340.0,2460.0,10733.0,126667.0,13010.0,9340.0,86667.0,10860.0,3860.0,75000.0,16100.0,42267.0,43933.0,85000.0,9540.0,11500.0,146667.0,2190.0,26560.0,35740.0,10200.0,37200.0,82767.0,20860.0,5200.0,12938.0,24040.0
10720.0,105000.0,29000.0,37340.0,13290.0,34540.0,37340.0,12400.0,49660.0,41540.0,119660.0,37640.0,2460.0,10400.0,126667.0,12810.0,11675.0,100000.0,10860.0,3660.0,73333.0,16100.0,42267.0,43933.0,85000.0,9840.0,11500.0,146667.0,6740.0,26760.0,34340.0,10500.0,37200.0,79433.0,21660.0,5200.0,12750.0,24540.0
10680.0,107000.0,29000.0,36340.0,13240.0,35540.0,36840.0,12300.0,51660.0,39540.0,120660.0,36640.0,2460.0,10400.0,126667.0,13060.0,12050.0,93333.0,11860.0,3680.0,73333.0,16100.0,42267.0,43933.0,85000.0,9640.0,12200.0,148333.0,2240.0,26960.0,35840.0,10400.0,37200.0,77075.0,21760.0,5200.0,12750.0,25140.0
10580.0,105000.0,29000.0,36240.0,13340.0,36340.0,37840.0,12350.0,53660.0,38540.0,119660.0,37140.0,2460.0,10400.0,126667.0,13010.0,12300.0,95000.0,12660.0,3680.0,78333.0,16100.0,42267.0,43933.0,85000.0,10040.0,12500.0,146667.0,2280.0,27160.0,36540.0,10400.0,41200.0,77075.0,22560.0,5200.0,12625.0,25140.0
10720.0,106000.0,29000.0,36240.0,13340.0,37040.0,36840.0,12400.0,52160.0,41040.0,119660.0,38640.0,2460.0,10400.0,126667.0,13310.0,12175.0,86667.0,12660.0,3860.0,71667.0,16100.0,42267.0,43933.0,85000.0,9940.0,11900.0,146667.0,2380.0,26860.0,35540.0,10500.0,41200.0,82767.0,22060.0,5200.0,12875.0,23740.0
10980.0,109000.0,28000.0,35940.0,13340.0,37840.0,38340.0,12500.0,52660.0,43540.0,121660.0,38140.0,2460.0,10400.0,135000.0,13260.0,13175.0,100000.0,13160.0,4000.0,77500.0,16100.0,42267.0,43933.0,85000.0,10040.0,11900.0,145000.0,2440.0,26360.0,36840.0,10700.0,40700.0,87075.0,22160.0,5200.0,13000.0,25940.0
10780.0,105000.0,29000.0,37240.0,13840.0,35540.0,34340.0,12500.0,48660.0,40040.0,119660.0,36640.0,2400.0,10400.0,128333.0,13210.0,12675.0,100000.0,12360.0,3550.0,80000.0,16100.0,42267.0,43933.0,85000.0,10040.0,11900.0,151667.0,2280.0,26960.0,35540.0,10700.0,42200.0,82767.0,23360.0,5400.0,13125.0,24640.0
11380.0,105500.0,29000.0,35840.0,13240.0,35540.0,38840.0,12300.0,48660.0,40040.0,119660.0,36640.0,2460.0,10400.0,126667.0,13260.0,12175.0,90000.0,11710.0,4660.0,76667.0,16100.0,42267.0,43933.0,85000.0,9940.0,11900.0,143333.0,2390.0,27060.0,36440.0,10700.0,40700.0,82075.0,21860.0,5200.0,13125.0,25740.0
10780.0,105000.0,28000.0,34340.0,13540.0,33240.0,43140.0,12450.0,55160.0,41840.0,117660.0,40340.0,2460.0,10400.0,123333.0,13460.0,12175.0,93333.0,9660.0,5950.0,73333.0,16100.0,42950.0,45200.0,85000.0,10240.0,11900.0,146667.0,2270.0,27960.0,36140.0,10300.0,39200.0,78325.0,21960.0,5200.0,13000.0,25340.0
10780.0,106000.0,28000.0,34340.0,13540.0,33740.0,40340.0,12500.0,55160.0,42040.0,117660.0,39840.0,2460.0,10400.0,123333.0,13360.0,9840.0,93333.0,12160.0,3700.0,60000.0,16100.0,42950.0,45200.0,85000.0,10440.0,11900.0,146667.0,2280.0,28060.0,36340.0,10300.0,39200.0,78325.0,22060.0,5200.0,12875.0,25440.0
10780.0,107000.0,29000.0,34540.0,13740.0,33540.0,39340.0,12500.0,53660.0,41540.0,117660.0,39340.0,2460.0,10400.0,123333.0,12960.0,10540.0,105000.0,11660.0,3960.0,78333.0,16100.0,42950.0,45200.0,85000.0,10240.0,11900.0,148333.0,2330.0,27560.0,36340.0,10400.0,42200.0,75825.0,22260.0,5400.0,12875.0,25940.0
10780.0,105000.0,28000.0,32140.0,13540.0,32140.0,36340.0,12300.0,53660.0,38540.0,117660.0,37340.0,2460.0,10400.0,123333.0,13260.0,11925.0,91667.0,10860.0,3640.0,68333.0,16100.0,43450.0,45200.0,85000.0,10240.0,11900.0,146667.0,2350.0,27760.0,36540.0,10100.0,39200.0,79575.0,21660.0,5200.0,12875.0,24740.0
10500.0,106660.0,26500.0,30600.0,13400.0,28860.0,40000.0,12290.0,58340.0,38200.0,117340.0,36200.0,2440.0,10333.0,126667.0,13300.0,13425.0,106667.0,10940.0,3580.0,70000.0,14900.0,42800.0,44500.0,85000.0,10240.0,11940.0,146667.0,2320.0,27140.0,38800.0,10200.0,39860.0,80825.0,23600.0,5260.0,12800.0,25600.0
10450.0,104660.0,29000.0,30200.0,13400.0,28560.0,40000.0,12340.0,56340.0,36700.0,117340.0,35200.0,2440.0,10333.0,126667.0,13100.0,12175.0,93333.0,10540.0,3500.0,70000.0,14900.0,42675.0,44500.0,85000.0,10240.0,11940.0,146667.0,2220.0,27140.0,36800.0,10200.0,37860.0,80825.0,22800.0,5060.0,12550.0,25400.0
10450.0,106660.0,26500.0,30200.0,13400.0,28560.0,40000.0,12340.0,56340.0,37700.0,117340.0,35200.0,2440.0,10333.0,126667.0,13300.0,13425.0,106667.0,9940.0,3580.0,66667.0,14900.0,42800.0,44500.0,85000.0,10240.0,11940.0,146667.0,2320.0,26940.0,38800.0,10300.0,39860.0,80825.0,23000.0,5260.0,12800.0,25600.0
10500.0,107660.0,29000.0,31600.0,13600.0,29060.0,38500.0,12290.0,56340.0,36500.0,117340.0,34200.0,2440.0,7750.0,126667.0,13100.0,9740.0,106667.0,10540.0,3500.0,70000.0,14900.0,42800.0,44500.0,85000.0,10240.0,11940.0,146667.0,2320.0,26940.0,37800.0,10400.0,38860.0,64660.0,22600.0,5060.0,12550.0,25200.0
10800.0,107660.0,26500.0,30600.0,13600.0,29060.0,38500.0,12290.0,56340.0,36500.0,117340.0,33200.0,2440.0,10333.0,126667.0,13300.0,10140.0,100000.0,10540.0,3520.0,70000.0,14900.0,42800.0,44500.0,85000.0,10340.0,11940.0,146667.0,2320.0,26940.0,33340.0,10300.0,38860.0,82075.0,22400.0,5060.0,12550.0,25200.0
10900.0,109660.0,30000.0,30600.0,13600.0,29460.0,39500.0,12490.0,52340.0,36300.0,117340.0,31000.0,2440.0,10333.0,130000.0,13100.0,12675.0,100000.0,10540.0,3500.0,73333.0,14900.0,42550.0,44250.0,85000.0,10040.0,11940.0,146667.0,2320.0,25740.0,34940.0,10200.0,38860.0,82075.0,22200.0,5060.0,12675.0,25200.0
10550.0,102660.0,27500.0,30600.0,13100.0,31460.0,39000.0,12240.0,51340.0,36000.0,117340.0,31000.0,2440.0,10333.0,130000.0,12900.0,12675.0,93333.0,10440.0,3700.0,63333.0,14900.0,42550.0,44250.0,85000.0,10040.0,11940.0,146667.0,2320.0,25340.0,33940.0,10200.0,38360.0,80825.0,22400.0,5060.0,12550.0,25100.0
10600.0,103460.0,27500.0,31100.0,13100.0,31260.0,38000.0,12140.0,49340.0,35700.0,117340.0,30800.0,2440.0,10333.0,130000.0,12950.0,12175.0,93333.0,10540.0,3700.0,66667.0,14900.0,42550.0,44250.0,85000.0,10040.0,11940.0,146667.0,2370.0,25240.0,35340.0,10200.0,38360.0,66660.0,22100.0,5060.0,12675.0,25800.0
10600.0,103460.0,27500.0,31100.0,13500.0,29260.0,39000.0,12340.0,50340.0,35700.0,117340.0,30800.0,2440.0,10333.0,130000.0,12950.0,12925.0,106667.0,9940.0,3580.0,63333.0,14900.0,42550.0,44250.0,85000.0,10040.0,11940.0,146667.0,2370.0,25240.0,35740.0,10200.0,39360.0,93325.0,22900.0,5260.0,12925.0,26000.0
10840.0,108000.0,27500.0,33260.0,13200.0,31140.0,39340.0,12700.0,48540.0,39500.0,116500.0,32000.0,2440.0,10333.0,129167.0,12810.0,12175.0,98333.0,12800.0,3740.0,61667.0,15433.0,42550.0,43925.0,88350.0,10180.0,11860.0,148333.0,2340.0,25000.0,34140.0,10240.0,39860.0,84175.0,22800.0,5060.0,12575.0,25100.0
10840.0,106000.0,27500.0,33660.0,13300.0,32140.0,40340.0,12600.0,51540.0,39500.0,116500.0,34000.0,2440.0,10333.0,129167.0,12610.0,12425.0,91667.0,12800.0,3740.0,61667.0,15433.0,42425.0,43925.0,88350.0,10080.0,11860.0,148333.0,2340.0,24400.0,35740.0,10240.0,37860.0,84175.0,22600.0,5060.0,12575.0,25500.0
10890.0,110500.0,30000.0,32660.0,13200.0,32140.0,40940.0,12400.0,50340.0,38600.0,117000.0,33200.0,2440.0,10333.0,130000.0,12560.0,12425.0,100000.0,12100.0,3520.0,65000.0,15433.0,42550.0,43925.0,88350.0,10080.0,11860.0,146667.0,2340.0,24100.0,34340.0,10140.0,39860.0,81675.0,22400.0,5060.0,12575.0,25000.0
10890.0,111000.0,30000.0,32460.0,13150.0,31440.0,40340.0,12500.0,50340.0,38500.0,117000.0,32000.0,2440.0,10333.0,130000.0,12610.0,12675.0,100000.0,11100.0,3520.0,75000.0,15433.0,42550.0,43925.0,88350.0,10080.0,11860.0,146667.0,2330.0,24100.0,35840.0,9940.0,39860.0,81675.0,22000.0,5060.0,12638.0,24900.0
