TANGGAL,KOMODITI,SATUAN,HARGA,BULAN,TAHUN
2018-01-02,Beras,Kg,11340.0,JANUARI,2018
2018-01-02,Gula Pasir,Kg,13740.0,JANUARI,2018
2018-01-02,Minyak Goreng Bimoli Botol,Liter,14040.0,JANUARI,2018
2018-01-02,Minyak Goreng Curah,Liter,12388.0,JANUARI,2018
2018-01-02,Daging Sapi Lokal Paha Belakang,Kg,117660.0,JANUARI,2018
2018-01-02,Daging Sapi Lokal Daging Has Luar (Sirloin),Kg,118333.0,JANUARI,2018
2018-01-02,Daging Sapi Lokal Daging Sandung Lamur (Brisket),Kg,89167.0,JANUARI,2018
2018-01-02,Daging Sapi Lokal Daging Tetelan,Kg,70833.0,JANUARI,2018
2018-01-02,Daging Sapi Impor Beku,Kg,120000.0,JANUARI,2018
2018-01-02,Daging Sapi Lokal Has Dalam,Kg,143333.0,JANUARI,2018
2018-01-02,Ayam Boiler,ekor,39740.0,JANUARI,2018
2018-01-02,Ayam Kampung,ekor,55075.0,JANUARI,2018
2018-01-02,Telur Ayam Ras,Kg,26150.0,JANUARI,2018
2018-01-02,Telur Ayam Kampung,butir,2100.0,JANUARI,2018
2018-01-02,Susu Kental Manis Kaleng Merk Bendera,buah,12340.0,JANUARI,2018
2018-01-02,Susu Kental Manis Kaleng Merk Indomilk,buah,10300.0,JANUARI,2018
2018-01-02,Susu Bubuk Kaleng Merk Bendera,buah,43667.0,JANUARI,2018
2018-01-02,Susu Bubuk Kaleng Merk Indomilk,buah,42000.0,JANUARI,2018
2018-01-02,Jagung Pipilan Kecil,Kg,16833.0,JANUARI,2018
2018-01-02,Garam Beryodium Bata,250 gr,3220.0,JANUARI,2018
2018-01-02,Garam Beryodium Halus,Kg,11260.0,JANUARI,2018
2018-01-02,Tepung Terigu Segitiga Biru,Kg,10160.0,JANUARI,2018
2018-01-02,Kacang Kedelai Eks Impor,Kg,12300.0,JANUARI,2018
2018-01-02,Kacang Kedelai Lokal,Kg,3333.0,JANUARI,2018
2018-01-02,Indomie Rasa Kari Ayam,buah,2740.0,JANUARI,2018
2018-01-02,Cabai Merah Keriting,Kg,37140.0,JANUARI,2018
2018-01-02,Cabai Merah Besar,Kg,37260.0,JANUARI,2018
2018-01-02,Cabai Rawit Merah,Kg,56240.0,JANUARI,2018
2018-01-02,Cabai Rawit Hijau,Kg,34800.0,JANUARI,2018
2018-01-02,Bawang Merah (Medium),Kg,26800.0,JANUARI,2018
2018-01-02,Bawang Putih Impor Kating,Kg,28560.0,JANUARI,2018
2018-01-02,Bawang Putih Impor Honan,Kg,25000.0,JANUARI,2018
2018-01-02,Ikan Teri Asin,Kg,109400.0,JANUARI,2018
2018-01-02,Ikan Kembung,Kg,36660.0,JANUARI,2018
2018-01-02,Kacang Hijau,Kg,22340.0,JANUARI,2018
2018-01-02,Kacang Tanah,Kg,25500.0,JANUARI,2018
2018-01-02,Ketela Pohon,Kg,5060.0,JANUARI,2018
2018-01-03,Beras,Kg,11440.0,JANUARI,2018
2018-01-03,Gula Pasir,Kg,13840.0,JANUARI,2018
2018-01-03,Minyak Goreng Bimoli Botol,Liter,14240.0,JANUARI,2018
2018-01-03,Minyak Goreng Curah,Liter,12450.0,JANUARI,2018
2018-01-03,Daging Sapi Lokal Paha Belakang,Kg,117660.0,JANUARI,2018
2018-01-03,Daging Sapi Lokal Daging Has Luar (Sirloin),Kg,117500.0,JANUARI,2018
2018-01-03,Daging Sapi Lokal Daging Sandung Lamur (Brisket),Kg,89167.0,JANUARI,2018
2018-01-03,Daging Sapi Lokal Daging Tetelan,Kg,75000.0,JANUARI,2018
2018-01-03,Daging Sapi Impor Beku,Kg,120000.0,JANUARI,2018
2018-01-03,Daging Sapi Lokal Has Dalam,Kg,141667.0,JANUARI,2018
2018-01-03,Ayam Boiler,ekor,38940.0,JANUARI,2018
2018-01-03,Ayam Kampung,ekor,55075.0,JANUARI,2018
2018-01-03,Telur Ayam Ras,Kg,26200.0,JANUARI,2018
2018-01-03,Telur Ayam Kampung,butir,2150.0,JANUARI,2018
2018-01-03,Susu Kental Manis Kaleng Merk Bendera,buah,12240.0,JANUARI,2018
2018-01-03,Susu Kental Manis Kaleng Merk Indomilk,buah,10400.0,JANUARI,2018
2018-01-03,Susu Bubuk Kaleng Merk Bendera,buah,43667.0,JANUARI,2018
2018-01-03,Susu Bubuk Kaleng Merk Indomilk,buah,42000.0,JANUARI,2018
2018-01-03,Jagung Pipilan Kecil,Kg,16833.0,JANUARI,2018
2018-01-03,Garam Beryodium Bata,250 gr,3320.0,JANUARI,2018
2018-01-03,Garam Beryodium Halus,Kg,10660.0,JANUARI,2018
2018-01-03,Tepung Terigu Segitiga Biru,Kg,10360.0,JANUARI,2018
2018-01-03,Kacang Kedelai Eks Impor,Kg,12300.0,JANUARI,2018
2018-01-03,Kacang Kedelai Lokal,Kg,3333.0,JANUARI,2018
2018-01-03,Indomie Rasa Kari Ayam,buah,2740.0,JANUARI,2018
2018-01-03,Cabai Merah Keriting,Kg,38640.0,JANUARI,2018
2018-01-03,Cabai Merah Besar,Kg,37260.0,JANUARI,2018
2018-01-03,Cabai Rawit Merah,Kg,58240.0,JANUARI,2018
2018-01-03,Cabai Rawit Hijau,Kg,35300.0,JANUARI,2018
2018-01-03,Bawang Merah (Medium),Kg,27800.0,JANUARI,2018
2018-01-03,Bawang Putih Impor Kating,Kg,30260.0,JANUARI,2018
2018-01-03,Bawang Putih Impor Honan,Kg,25000.0,JANUARI,2018
2018-01-03,Ikan Teri Asin,Kg,108400.0,JANUARI,2018
2018-01-03,Ikan Kembung,Kg,35660.0,JANUARI,2018
2018-01-03,Kacang Hijau,Kg,22540.0,JANUARI,2018
2018-01-03,Kacang Tanah,Kg,25700.0,JANUARI,2018
2018-01-03,Ketela Pohon,Kg,5060.0,JANUARI,2018
2018-01-04,Beras,Kg,11490.0,JANUARI,2018
2018-01-04,Gula Pasir,Kg,13390.0,JANUARI,2018
2018-01-04,Minyak Goreng Bimoli Botol,Liter,14240.0,JANUARI,2018
2018-01-04,Minyak Goreng Curah,Liter,12575.0,JANUARI,2018
2018-01-04,Daging Sapi Lokal Paha Belakang,Kg,117660.0,JANUARI,2018
2018-01-04,Daging Sapi Lokal Daging Has Luar (Sirloin),Kg,118333.0,JANUARI,2018
2018-01-04,Daging Sapi Lokal Daging Sandung Lamur (Brisket),Kg,95000.0,JANUARI,2018
2018-01-04,Daging Sapi Lokal Daging Tetelan,Kg,80000.0,JANUARI,2018
2018-01-04,Daging Sapi Impor Beku,Kg,120000.0,JANUARI,2018
2018-01-04,Daging Sapi Lokal Has Dalam,Kg,146667.0,JANUARI,2018
2018-01-04,Ayam Boiler,ekor,37440.0,JANUARI,2018
2018-01-04,Ayam Kampung,ekor,53825.0,JANUARI,2018
2018-01-04,Telur Ayam Ras,Kg,26300.0,JANUARI,2018
2018-01-04,Telur Ayam Kampung,butir,2100.0,JANUARI,2018
2018-01-04,Susu Kental Manis Kaleng Merk Bendera,buah,11940.0,JANUARI,2018
2018-01-04,Susu Kental Manis Kaleng Merk Indomilk,buah,10600.0,JANUARI,2018
2018-01-04,Susu Bubuk Kaleng Merk Bendera,buah,43667.0,JANUARI,2018
2018-01-04,Susu Bubuk Kaleng Merk Indomilk,buah,42000.0,JANUARI,2018
2018-01-04,Jagung Pipilan Kecil,Kg,16833.0,JANUARI,2018
2018-01-04,Garam Beryodium Bata,250 gr,3000.0,JANUARI,2018
2018-01-04,Garam Beryodium Halus,Kg,13060.0,JANUARI,2018
2018-01-04,Tepung Terigu Segitiga Biru,Kg,9860.0,JANUARI,2018
2018-01-04,Kacang Kedelai Eks Impor,Kg,12050.0,JANUARI,2018
2018-01-04,Kacang Kedelai Lokal,Kg,3333.0,JANUARI,2018
2018-01-04,Indomie Rasa Kari Ayam,buah,2740.0,JANUARI,2018
2018-01-04,Cabai Merah Keriting,Kg,39340.0,JANUARI,2018
2018-01-04,Cabai Merah Besar,Kg,39260.0,JANUARI,2018
2018-01-04,Cabai Rawit Merah,Kg,61140.0,JANUARI,2018
2018-01-04,Cabai Rawit Hijau,Kg,41400.0,JANUARI,2018
2018-01-04,Bawang Merah (Medium),Kg,28400.0,JANUARI,2018
2018-01-04,Bawang Putih Impor Kating,Kg,28660.0,JANUARI,2018
2018-01-04,Bawang Putih Impor Honan,Kg,27500.0,JANUARI,2018
2018-01-04,Ikan Teri Asin,Kg,106000.0,JANUARI,2018
2018-01-04,Ikan Kembung,Kg,35860.0,JANUARI,2018
2018-01-04,Kacang Hijau,Kg,22540.0,JANUARI,2018
2018-01-04,Kacang Tanah,Kg,25600.0,JANUARI,2018
2018-01-04,Ketela Pohon,Kg,5060.0,JANUARI,2018
2018-01-05,Beras,Kg,11740.0,JANUARI,2018
2018-01-05,Gula Pasir,Kg,13640.0,JANUARI,2018
2018-01-05,Minyak Goreng Bimoli Botol,Liter,14040.0,JANUARI,2018
2018-01-05,Minyak Goreng Curah,Liter,12200.0,JANUARI,2018
2018-01-05,Daging Sapi Lokal Paha Belakang,Kg,119660.0,JANUARI,2018
2018-01-05,Daging Sapi Lokal Daging Has Luar (Sirloin),Kg,120000.0,JANUARI,2018
2018-01-05,Daging Sapi Lokal Daging Sandung Lamur (Brisket),Kg,102500.0,JANUARI,2018
2018-01-05,Daging Sapi Lokal Daging Tetelan,Kg,76667.0,JANUARI,2018
2018-01-05,Daging Sapi Impor Beku,Kg,120000.0,JANUARI,2018
2018-01-05,Daging Sapi Lokal Has Dalam,Kg,146667.0,JANUARI,2018
2018-01-05,Ayam Boiler,ekor,36940.0,JANUARI,2018
2018-01-05,Ayam Kampung,ekor,78825.0,JANUARI,2018
2018-01-05,Telur Ayam Ras,Kg,26450.0,JANUARI,2018
2018-01-05,Telur Ayam Kampung,butir,2120.0,JANUARI,2018
2018-01-05,Susu Kental Manis Kaleng Merk Bendera,buah,11940.0,JANUARI,2018
2018-01-05,Susu Kental Manis Kaleng Merk Indomilk,buah,10300.0,JANUARI,2018
2018-01-05,Susu Bubuk Kaleng Merk Bendera,buah,43667.0,JANUARI,2018
2018-01-05,Susu Bubuk Kaleng Merk Indomilk,buah,42000.0,JANUARI,2018
2018-01-05,Jagung Pipilan Kecil,Kg,15167.0,JANUARI,2018
2018-01-05,Garam Beryodium Bata,250 gr,3100.0,JANUARI,2018
2018-01-05,Garam Beryodium Halus,Kg,11260.0,JANUARI,2018
2018-01-05,Tepung Terigu Segitiga Biru,Kg,9610.0,JANUARI,2018
2018-01-05,Kacang Kedelai Eks Impor,Kg,12800.0,JANUARI,2018
2018-01-05,Kacang Kedelai Lokal,Kg,3333.0,JANUARI,2018
2018-01-05,Indomie Rasa Kari Ayam,buah,2800.0,JANUARI,2018
2018-01-05,Cabai Merah Keriting,Kg,42340.0,JANUARI,2018
2018-01-05,Cabai Merah Besar,Kg,40260.0,JANUARI,2018
2018-01-05,Cabai Rawit Merah,Kg,57340.0,JANUARI,2018
2018-01-05,Cabai Rawit Hijau,Kg,40400.0,JANUARI,2018
2018-01-05,Bawang Merah (Medium),Kg,27900.0,JANUARI,2018
2018-01-05,Bawang Putih Impor Kating,Kg,28960.0,JANUARI,2018
2018-01-05,Bawang Putih Impor Honan,Kg,27500.0,JANUARI,2018
2018-01-05,Ikan Teri Asin,Kg,102000.0,JANUARI,2018
2018-01-05,Ikan Kembung,Kg,35360.0,JANUARI,2018
2018-01-05,Kacang Hijau,Kg,23200.0,JANUARI,2018
2018-01-05,Kacang Tanah,Kg,25700.0,JANUARI,2018
2018-01-05,Ketela Pohon,Kg,4960.0,JANUARI,2018
2018-01-08,Beras,Kg,11740.0,JANUARI,2018
2018-01-08,Gula Pasir,Kg,13640.0,JANUARI,2018
2018-01-08,Minyak Goreng Bimoli Botol,Liter,13440.0,JANUARI,2018
2018-01-08,Minyak Goreng Curah,Liter,12200.0,JANUARI,2018
2018-01-08,Daging Sapi Lokal Paha Belakang,Kg,119660.0,JANUARI,2018
2018-01-08,Daging Sapi Lokal Daging Has Luar (Sirloin),Kg,120000.0,JANUARI,2018
2018-01-08,Daging Sapi Lokal Daging Sandung Lamur (Brisket),Kg,102500.0,JANUARI,2018
2018-01-08,Daging Sapi Lokal Daging Tetelan,Kg,76667.0,JANUARI,2018
2018-01-08,Daging Sapi Impor Beku,Kg,120000.0,JANUARI,2018
2018-01-08,Daging Sapi Lokal Has Dalam,Kg,146667.0,JANUARI,2018
2018-01-08,Ayam Boiler,ekor,36940.0,JANUARI,2018
2018-01-08,Ayam Kampung,ekor,77575.0,JANUARI,2018
2018-01-08,Telur Ayam Ras,Kg,26450.0,JANUARI,2018
2018-01-08,Telur Ayam Kampung,butir,2120.0,JANUARI,2018
2018-01-08,Susu Kental Manis Kaleng Merk Bendera,buah,11940.0,JANUARI,2018
2018-01-08,Susu Kental Manis Kaleng Merk Indomilk,buah,10300.0,JANUARI,2018
2018-01-08,Susu Bubuk Kaleng Merk Bendera,buah,43667.0,JANUARI,2018
2018-01-08,Susu Bubuk Kaleng Merk Indomilk,buah,42000.0,JANUARI,2018
2018-01-08,Jagung Pipilan Kecil,Kg,15167.0,JANUARI,2018
2018-01-08,Garam Beryodium Bata,250 gr,3120.0,JANUARI,2018
2018-01-08,Garam Beryodium Halus,Kg,11460.0,JANUARI,2018
2018-01-08,Tepung Terigu Segitiga Biru,Kg,9610.0,JANUARI,2018
2018-01-08,Kacang Kedelai Eks Impor,Kg,12800.0,JANUARI,2018
2018-01-08,Kacang Kedelai Lokal,Kg,3333.0,JANUARI,2018
2018-01-08,Indomie Rasa Kari Ayam,buah,2400.0,JANUARI,2018
2018-01-08,Cabai Merah Keriting,Kg,42340.0,JANUARI,2018
2018-01-08,Cabai Merah Besar,Kg,40260.0,JANUARI,2018
2018-01-08,Cabai Rawit Merah,Kg,57340.0,JANUARI,2018
2018-01-08,Cabai Rawit Hijau,Kg,40400.0,JANUARI,2018
2018-01-08,Bawang Merah (Medium),Kg,27900.0,JANUARI,2018
2018-01-08,Bawang Putih Impor Kating,Kg,28960.0,JANUARI,2018
2018-01-08,Bawang Putih Impor Honan,Kg,27500.0,JANUARI,2018
2018-01-08,Ikan Teri Asin,Kg,102000.0,JANUARI,2018
2018-01-08,Ikan Kembung,Kg,35360.0,JANUARI,2018
2018-01-08,Kacang Hijau,Kg,23200.0,JANUARI,2018
2018-01-08,Kacang Tanah,Kg,25700.0,JANUARI,2018
2018-01-08,Ketela Pohon,Kg,4960.0,JANUARI,2018
2018-01-09,Beras,Kg,11480.0,JANUARI,2018
2018-01-09,Gula Pasir,Kg,13540.0,JANUARI,2018
2018-01-09,Minyak Goreng Bimoli Botol,Liter,13400.0,JANUARI,2018
2018-01-09,Minyak Goreng Curah,Liter,12625.0,JANUARI,2018
2018-01-09,Daging Sapi Lokal Paha Belakang,Kg,117660.0,JANUARI,2018
2018-01-09,Daging Sapi Lokal Daging Has Luar (Sirloin),Kg,116667.0,JANUARI,2018
2018-01-09,Daging Sapi Lokal Daging Sandung Lamur (Brisket),Kg,95000.0,JANUARI,2018
2018-01-09,Daging Sapi Lokal Daging Tetelan,Kg,81667.0,JANUARI,2018
2018-01-09,Daging Sapi Impor Beku,Kg,120000.0,JANUARI,2018
2018-01-09,Daging Sapi Lokal Has Dalam,Kg,143333.0,JANUARI,2018
2018-01-09,Ayam Boiler,ekor,37300.0,JANUARI,2018
2018-01-09,Ayam Kampung,ekor,82100.0,JANUARI,2018
2018-01-09,Telur Ayam Ras,Kg,26260.0,JANUARI,2018
2018-01-09,Telur Ayam Kampung,butir,2110.0,JANUARI,2018
2018-01-09,Susu Kental Manis Kaleng Merk Bendera,buah,11960.0,JANUARI,2018
2018-01-09,Susu Kental Manis Kaleng Merk Indomilk,buah,10440.0,JANUARI,2018
2018-01-09,Susu Bubuk Kaleng Merk Bendera,buah,44167.0,JANUARI,2018
2018-01-09,Susu Bubuk Kaleng Merk Indomilk,buah,42500.0,JANUARI,2018
2018-01-09,Jagung Pipilan Kecil,Kg,15167.0,JANUARI,2018
2018-01-09,Garam Beryodium Bata,250 gr,3520.0,JANUARI,2018
2018-01-09,Garam Beryodium Halus,Kg,12300.0,JANUARI,2018
2018-01-09,Tepung Terigu Segitiga Biru,Kg,9840.0,JANUARI,2018
2018-01-09,Kacang Kedelai Eks Impor,Kg,12175.0,JANUARI,2018
2018-01-09,Kacang Kedelai Lokal,Kg,3667.0,JANUARI,2018
2018-01-09,Indomie Rasa Kari Ayam,buah,2320.0,JANUARI,2018
2018-01-09,Cabai Merah Keriting,Kg,38600.0,JANUARI,2018
2018-01-09,Cabai Merah Besar,Kg,39340.0,JANUARI,2018
2018-01-09,Cabai Rawit Merah,Kg,54340.0,JANUARI,2018
2018-01-09,Cabai Rawit Hijau,Kg,38440.0,JANUARI,2018
2018-01-09,Bawang Merah (Medium),Kg,28100.0,JANUARI,2018
2018-01-09,Bawang Putih Impor Kating,Kg,28340.0,JANUARI,2018
2018-01-09,Bawang Putih Impor Honan,Kg,28500.0,JANUARI,2018
2018-01-09,Ikan Teri Asin,Kg,105200.0,JANUARI,2018
2018-01-09,Ikan Kembung,Kg,36660.0,JANUARI,2018
2018-01-09,Kacang Hijau,Kg,23340.0,JANUARI,2018
2018-01-09,Kacang Tanah,Kg,26300.0,JANUARI,2018
2018-01-09,Ketela Pohon,Kg,4900.0,JANUARI,2018
2018-01-10,Beras,Kg,11620.0,JANUARI,2018
2018-01-10,Gula Pasir,Kg,13600.0,JANUARI,2018
2018-01-10,Minyak Goreng Bimoli Botol,Liter,13640.0,JANUARI,2018
2018-01-10,Minyak Goreng Curah,Liter,12300.0,JANUARI,2018
2018-01-10,Daging Sapi Lokal Paha Belakang,Kg,118660.0,JANUARI,2018
2018-01-10,Daging Sapi Lokal Daging Has Luar (Sirloin),Kg,120000.0,JANUARI,2018
2018-01-10,Daging Sapi Lokal Daging Sandung Lamur (Brisket),Kg,98333.0,JANUARI,2018
2018-01-10,Daging Sapi Lokal Daging Tetelan,Kg,65833.0,JANUARI,2018
2018-01-10,Daging Sapi Impor Beku,Kg,120000.0,JANUARI,2018
2018-01-10,Daging Sapi Lokal Has Dalam,Kg,143333.0,JANUARI,2018
2018-01-10,Ayam Boiler,ekor,36260.0,JANUARI,2018
2018-01-10,Ayam Kampung,ekor,84000.0,JANUARI,2018
2018-01-10,Telur Ayam Ras,Kg,26000.0,JANUARI,2018
2018-01-10,Telur Ayam Kampung,butir,2160.0,JANUARI,2018
2018-01-10,Susu Kental Manis Kaleng Merk Bendera,buah,12060.0,JANUARI,2018
2018-01-10,Susu Kental Manis Kaleng Merk Indomilk,buah,10300.0,JANUARI,2018
2018-01-10,Susu Bubuk Kaleng Merk Bendera,buah,44167.0,JANUARI,2018
2018-01-10,Susu Bubuk Kaleng Merk Indomilk,buah,42400.0,JANUARI,2018
2018-01-10,Jagung Pipilan Kecil,Kg,15167.0,JANUARI,2018
2018-01-10,Garam Beryodium Bata,250 gr,3720.0,JANUARI,2018
2018-01-10,Garam Beryodium Halus,Kg,12660.0,JANUARI,2018
2018-01-10,Tepung Terigu Segitiga Biru,Kg,9900.0,JANUARI,2018
2018-01-10,Kacang Kedelai Eks Impor,Kg,12375.0,JANUARI,2018
2018-01-10,Kacang Kedelai Lokal,Kg,3667.0,JANUARI,2018
2018-01-10,Indomie Rasa Kari Ayam,buah,2360.0,JANUARI,2018
2018-01-10,Cabai Merah Keriting,Kg,42860.0,JANUARI,2018
2018-01-10,Cabai Merah Besar,Kg,40040.0,JANUARI,2018
2018-01-10,Cabai Rawit Merah,Kg,48660.0,JANUARI,2018
2018-01-10,Cabai Rawit Hijau,Kg,35540.0,JANUARI,2018
2018-01-10,Bawang Merah (Medium),Kg,28040.0,JANUARI,2018
2018-01-10,Bawang Putih Impor Kating,Kg,27140.0,JANUARI,2018
2018-01-10,Bawang Putih Impor Honan,Kg,28500.0,JANUARI,2018
2018-01-10,Ikan Teri Asin,Kg,100660.0,JANUARI,2018
2018-01-10,Ikan Kembung,Kg,37660.0,JANUARI,2018
2018-01-10,Kacang Hijau,Kg,23340.0,JANUARI,2018
2018-01-10,Kacang Tanah,Kg,25600.0,JANUARI,2018
2018-01-10,Ketela Pohon,Kg,4800.0,JANUARI,2018
2018-01-11,Beras,Kg,11620.0,JANUARI,2018
2018-01-11,Gula Pasir,Kg,13600.0,JANUARI,2018
2018-01-11,Minyak Goreng Bimoli Botol,Liter,13340.0,JANUARI,2018
2018-01-11,Minyak Goreng Curah,Liter,12363.0,JANUARI,2018
2018-01-11,Daging Sapi Lokal Paha Belakang,Kg,119660.0,JANUARI,2018
2018-01-11,Daging Sapi Lokal Daging Has Luar (Sirloin),Kg,120000.0,JANUARI,2018
2018-01-11,Daging Sapi Lokal Daging Sandung Lamur (Brisket),Kg,101667.0,JANUARI,2018
2018-01-11,Daging Sapi Lokal Daging Tetelan,Kg,70000.0,JANUARI,2018
2018-01-11,Daging Sapi Impor Beku,Kg,120000.0,JANUARI,2018
2018-01-11,Daging Sapi Lokal Has Dalam,Kg,143333.0,JANUARI,2018
2018-01-11,Ayam Boiler,ekor,38260.0,JANUARI,2018
2018-01-11,Ayam Kampung,ekor,79250.0,JANUARI,2018
2018-01-11,Telur Ayam Ras,Kg,25900.0,JANUARI,2018
2018-01-11,Telur Ayam Kampung,butir,2110.0,JANUARI,2018
2018-01-11,Susu Kental Manis Kaleng Merk Bendera,buah,11660.0,JANUARI,2018
2018-01-11,Susu Kental Manis Kaleng Merk Indomilk,buah,10300.0,JANUARI,2018
2018-01-11,Susu Bubuk Kaleng Merk Bendera,buah,44167.0,JANUARI,2018
2018-01-11,Susu Bubuk Kaleng Merk Indomilk,buah,42400.0,JANUARI,2018
2018-01-11,Jagung Pipilan Kecil,Kg,15500.0,JANUARI,2018
2018-01-11,Garam Beryodium Bata,250 gr,3920.0,JANUARI,2018
2018-01-11,Garam Beryodium Halus,Kg,11460.0,JANUARI,2018
2018-01-11,Tepung Terigu Segitiga Biru,Kg,10000.0,JANUARI,2018
2018-01-11,Kacang Kedelai Eks Impor,Kg,12500.0,JANUARI,2018
2018-01-11,Kacang Kedelai Lokal,Kg,3667.0,JANUARI,2018
2018-01-11,Indomie Rasa Kari Ayam,buah,2360.0,JANUARI,2018
2018-01-11,Cabai Merah Keriting,Kg,46860.0,JANUARI,2018
2018-01-11,Cabai Merah Besar,Kg,42340.0,JANUARI,2018
2018-01-11,Cabai Rawit Merah,Kg,53660.0,JANUARI,2018
2018-01-11,Cabai Rawit Hijau,Kg,37040.0,JANUARI,2018
2018-01-11,Bawang Merah (Medium),Kg,27340.0,JANUARI,2018
2018-01-11,Bawang Putih Impor Kating,Kg,27940.0,JANUARI,2018
2018-01-11,Bawang Putih Impor Honan,Kg,28500.0,JANUARI,2018
2018-01-11,Ikan Teri Asin,Kg,101660.0,JANUARI,2018
2018-01-11,Ikan Kembung,Kg,37660.0,JANUARI,2018
2018-01-11,Kacang Hijau,Kg,22940.0,JANUARI,2018
2018-01-11,Kacang Tanah,Kg,25500.0,JANUARI,2018
2018-01-11,Ketela Pohon,Kg,4800.0,JANUARI,2018
2018-01-12,Beras,Kg,11520.0,JANUARI,2018
2018-01-12,Gula Pasir,Kg,13700.0,JANUARI,2018
2018-01-12,Minyak Goreng Bimoli Botol,Liter,13440.0,JANUARI,2018
2018-01-12,Minyak Goreng Curah,Liter,12300.0,JANUARI,2018
2018-01-12,Daging Sapi Lokal Paha Belakang,Kg,119660.0,JANUARI,2018
2018-01-12,Daging Sapi Lokal Daging Has Luar (Sirloin),Kg,120000.0,JANUARI,2018
2018-01-12,Daging Sapi Lokal Daging Sandung Lamur (Brisket),Kg,96667.0,JANUARI,2018
2018-01-12,Daging Sapi Lokal Daging Tetelan,Kg,73333.0,JANUARI,2018
2018-01-12,Daging Sapi Impor Beku,Kg,120000.0,JANUARI,2018
2018-01-12,Daging Sapi Lokal Has Dalam,Kg,142500.0,JANUARI,2018
2018-01-12,Ayam Boiler,ekor,36260.0,JANUARI,2018
2018-01-12,Ayam Kampung,ekor,88000.0,JANUARI,2018
2018-01-12,Telur Ayam Ras,Kg,25700.0,JANUARI,2018
2018-01-12,Telur Ayam Kampung,butir,2160.0,JANUARI,2018
2018-01-12,Susu Kental Manis Kaleng Merk Bendera,buah,11610.0,JANUARI,2018
2018-01-12,Susu Kental Manis Kaleng Merk Indomilk,buah,10300.0,JANUARI,2018
2018-01-12,Susu Bubuk Kaleng Merk Bendera,buah,44167.0,JANUARI,2018
2018-01-12,Susu Bubuk Kaleng Merk Indomilk,buah,42400.0,JANUARI,2018
2018-01-12,Jagung Pipilan Kecil,Kg,15500.0,JANUARI,2018
2018-01-12,Garam Beryodium Bata,250 gr,3720.0,JANUARI,2018
2018-01-12,Garam Beryodium Halus,Kg,11360.0,JANUARI,2018
2018-01-12,Tepung Terigu Segitiga Biru,Kg,9900.0,JANUARI,2018
2018-01-12,Kacang Kedelai Eks Impor,Kg,12000.0,JANUARI,2018
2018-01-12,Kacang Kedelai Lokal,Kg,3667.0,JANUARI,2018
2018-01-12,Indomie Rasa Kari Ayam,buah,2360.0,JANUARI,2018
2018-01-12,Cabai Merah Keriting,Kg,44360.0,JANUARI,2018
2018-01-12,Cabai Merah Besar,Kg,41040.0,JANUARI,2018
2018-01-12,Cabai Rawit Merah,Kg,49160.0,JANUARI,2018
2018-01-12,Cabai Rawit Hijau,Kg,38340.0,JANUARI,2018
2018-01-12,Bawang Merah (Medium),Kg,25640.0,JANUARI,2018
2018-01-12,Bawang Putih Impor Kating,Kg,27440.0,JANUARI,2018
2018-01-12,Bawang Putih Impor Honan,Kg,26000.0,JANUARI,2018
2018-01-12,Ikan Teri Asin,Kg,100960.0,JANUARI,2018
2018-01-12,Ikan Kembung,Kg,37660.0,JANUARI,2018
2018-01-12,Kacang Hijau,Kg,22240.0,JANUARI,2018
2018-01-12,Kacang Tanah,Kg,25700.0,JANUARI,2018
2018-01-12,Ketela Pohon,Kg,4800.0,JANUARI,2018
2018-01-15,Beras,Kg,12240.0,JANUARI,2018
2018-01-15,Gula Pasir,Kg,14040.0,JANUARI,2018
2018-01-15,Minyak Goreng Bimoli Botol,Liter,13510.0,JANUARI,2018
2018-01-15,Minyak Goreng Curah,Liter,12625.0,JANUARI,2018
2018-01-15,Daging Sapi Lokal Paha Belakang,Kg,119660.0,JANUARI,2018
2018-01-15,Daging Sapi Lokal Daging Has Luar (Sirloin),Kg,121667.0,JANUARI,2018
2018-01-15,Daging Sapi Lokal Daging Sandung Lamur (Brisket),Kg,101667.0,JANUARI,2018
2018-01-15,Daging Sapi Lokal Daging Tetelan,Kg,70000.0,JANUARI,2018
2018-01-15,Daging Sapi Impor Beku,Kg,120000.0,JANUARI,2018
2018-01-15,Daging Sapi Lokal Has Dalam,Kg,148333.0,JANUARI,2018
2018-01-15,Ayam Boiler,ekor,37460.0,JANUARI,2018
2018-01-15,Ayam Kampung,ekor,85767.0,JANUARI,2018
2018-01-15,Telur Ayam Ras,Kg,25760.0,JANUARI,2018
2018-01-15,Telur Ayam Kampung,butir,2040.0,JANUARI,2018
2018-01-15,Susu Kental Manis Kaleng Merk Bendera,buah,12060.0,JANUARI,2018
2018-01-15,Susu Kental Manis Kaleng Merk Indomilk,buah,10700.0,JANUARI,2018
2018-01-15,Susu Bubuk Kaleng Merk Bendera,buah,44667.0,JANUARI,2018
2018-01-15,Susu Bubuk Kaleng Merk Indomilk,buah,43067.0,JANUARI,2018
2018-01-15,Jagung Pipilan Kecil,Kg,15567.0,JANUARI,2018
2018-01-15,Garam Beryodium Bata,250 gr,3780.0,JANUARI,2018
2018-01-15,Garam Beryodium Halus,Kg,13100.0,JANUARI,2018
2018-01-15,Tepung Terigu Segitiga Biru,Kg,10040.0,JANUARI,2018
